ขวดสารเคมีที่มีอยู่ในคลังฯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รหัสขวด,ชื่อสารเคมี,CAS / Catalogue No.,เกรด,ขนาดบรรจุ,ปริมาณคงเหลือ,หน่วยบรรจุ,ชื่อผู้เพิ่มขวด,เวลาเพิ่มขวด,,,,,,,,,,,,,,,,,,,,,,,,สถานที่จัดเก็บ,woner
F01126A6000085,Triple Sugar Iron Agar,103915,Microbiology,500,500,กรัม,นางสาวนิตยา สมพงษ์,21/12/2017 16:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01126A6000086,MacConkey agar,212123,Microbiology,500,500,กรัม,นางสาวนิตยา สมพงษ์,21/12/2017 16:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01126A6000088,Magnesium chloride hexahydrate,7791-18-6,"GR ACS, ISO",1,1,กิโลกรัม,นางสาวนิตยา สมพงษ์,21/12/2017 16:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01126A6000089,Sodium thiosulfate pentahydrate,10102-17-7,"GR ACS, ISO",1,1,กิโลกรัม,นางสาวนิตยา สมพงษ์,21/12/2017 16:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01126A6000091,Peptone water,CM0009,Microbiology,500,500,กรัม,นางสาวนิตยา สมพงษ์,22/12/2017 11:30,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01133A6600001,Argon,7440-37-1,Industrial grade,6,6,ลูกบาศก์เมตร,นายนพดล พริ้งเพราะ,18/8/2023 10:58,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000001,Acetamide,60-35-5,"AG,>99%","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,17/1/2017 15:07,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000005,Acetoacetanilide,102-01-2,Purum >98%(N),250,250,กรัม,นายนพดล พริ้งเพราะ,17/1/2017 16:02,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000006,Acetoacetanilide,102-01-2,Purum >98%(N),250,250,กรัม,นายนพดล พริ้งเพราะ,17/1/2017 16:02,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000007,Acetoacetanilide,102-01-2,Purum >98%(N),250,250,กรัม,นายนพดล พริ้งเพราะ,17/1/2017 16:02,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000018,Isobutyl alcohol,78-83-1,Purum>97.5%(GC),"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000019,Isobutyl alcohol,78-83-1,Purum>97.5%(GC),"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000020,Isobutyl alcohol,78-83-1,Purum>97.5%(GC),"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000021,Isobutyl alcohol,78-83-1,Purum>97.5%(GC),"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000023,Conductive Carbon paint,5006,-,21,21,กรัม,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000024,Conductive Carbon paint,5006,-,21,21,กรัม,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000025,Hexamethylenetetramine,100-97-0,LR Unilab,500,500,กรัม,นายนพดล พริ้งเพราะ,18/1/2017 13:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000032,Methyl acetate,79-20-9,Baker Analyzed,500,500,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000033,Methyl acetate,79-20-9,Baker Analyzed,500,500,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000034,Methyl acetate,79-20-9,Baker Analyzed,500,500,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000035,Methyl acetate,79-20-9,Baker Analyzed,500,500,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000036,Methyl acetate,79-20-9,Baker Analyzed,500,500,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000037,Methyl acetate,79-20-9,Baker Analyzed,500,500,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000042,Methyl methacrylate,80-62-6,Purum,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000043,Methyl methacrylate,80-62-6,Purum,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000044,t-Amyl alcohol,75-85-4,Purum,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/1/2017 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000047,Propyl alcohol,71-23-8,Purum,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000048,Propyl alcohol,71-23-8,Purum,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000049,Tetrahydrofuran,109-99-9,RPE,"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000050,Tetrahydrofuran,109-99-9,RPE,"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000051,Tetrahydrofuran,109-99-9,RPE,"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000053,Tetrahydrofuran,109-99-9,RPE,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000054,Tetrahydrofuran,109-99-9,RPE,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000055,Tetrahydrofuran,109-99-9,RPE,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000056,Tetrahydrofuran,109-99-9,RPE,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000057,Tetrahydrofuran,109-99-9,RPE,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000058,Tetrahydrofuran,109-99-9,RPE,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000061,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000062,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000063,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000064,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000065,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000066,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000067,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000068,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000069,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000070,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000071,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000072,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000073,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6000074,Wright's stain,68988-92-1,GURR,25,25,กรัม,นายนพดล พริ้งเพราะ,19/1/2017 11:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400020,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400021,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400022,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400023,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400024,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400025,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400026,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400027,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400028,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400029,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400030,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400031,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400032,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400033,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400034,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400035,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400036,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400037,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400038,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400039,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400040,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400041,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01150A6400042,Wright's stain,68988-92-1,Gurr,25,25,กรัม,นายนพดล พริ้งเพราะ,20/10/2021 13:37,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01307A6600001,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01307A6600002,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 17:48,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01309A6600001,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:30,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01309A6600002,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:30,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01309A6600003,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 17:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F01309A6600004,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 17:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200019,"EMB Agar, Levine",M022,"for isolation, enumeration and differentiation of members of Enterobacteriaceae.",500,500,กรัม,นายนพดล พริ้งเพราะ,30/4/2019 14:23,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200020,Anti-Human IgG (whole molecule),I1011,antibody produced in goat,2,1,มิลลิลิตร,นายนพดล พริ้งเพราะ,8/5/2019 16:41,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200036,M-Endo Broth,M1107,"Lab grade,Complies as per ISO 17025:2005",500,500,กรัม,นายนพดล พริ้งเพราะ,17/5/2019 16:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200037,M-FC Broth Base,M1111,"Lab grade,Complies as per ISO 17025:2005",500,500,กรัม,นายนพดล พริ้งเพราะ,17/5/2019 16:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200041,Sodium chloride,7647-14-5,AR Univar,"1,000.00",500,กรัม,นายนพดล พริ้งเพราะ,13/6/2019 16:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200042,Sodium chloride,7647-14-5,AR Univar,"1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,13/6/2019 16:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200044,Lactobacillus MRS Broth,M369,"(Complies as per ISO 17025:2005)Lactobacillus MRS Broth, granulated is recommended for cultivation of all Lactobacillus species.",500,500,กรัม,นายนพดล พริ้งเพราะ,31/7/2019 09:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6200045,Lactobacillus MRS Agar,M641,Lactobacillus MRS Agar is recommended for cultivation of all Lactobacillus species.,500,500,กรัม,นายนพดล พริ้งเพราะ,31/7/2019 09:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300001,Tryptone Type-II,RM028,Technical Grade,500,500,กรัม,นายนพดล พริ้งเพราะ,11/2/2020 16:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300003,Dimethyl sulfoxide,67-68-5,AR,"2,500.00",500,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/2/2020 16:29,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300013,Sodium hydroxide,1310-73-2,"99%,Micropearl, AR grade","1,000.00",500,กรัม,นายนพดล พริ้งเพราะ,27/2/2020 15:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300016,Sodium chloride,7647-14-5,"99%, AR","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,27/2/2020 15:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300017,Sodium chloride,7647-14-5,"99%, AR","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,27/2/2020 15:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300023,น้ำยาซักผ้าขาว,ไฮเตอร์,สีชมพู,"2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,27/2/2020 15:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300043,Agar coarse powder,9002-18-0,Food,10,4,กิโลกรัม,นายนพดล พริ้งเพราะ,19/3/2020 10:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300045,Malachite green oxalate,2437-29-8,for microscopy,100,20,กรัม,นายนพดล พริ้งเพราะ,19/3/2020 10:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300046,Phenol Red,143-74-8,AR,5,2,กรัม,นายนพดล พริ้งเพราะ,19/3/2020 10:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300047,Tryptone Water,264410,AR,500,200,กรัม,นายนพดล พริ้งเพราะ,19/3/2020 10:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F02101A6300048,Sodium acetate trihydrate,6131-90-4,AR,500,100,กรัม,นายนพดล พริ้งเพราะ,19/3/2020 10:01,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
